"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Северная Македония;12.03.2020;7;0;0;0;0;0
Северная Македония;12.04.2020;828;41;34;68;0;0
Северная Македония;13.02.2020;0;0;0;0;0;0
Северная Македония;13.03.2020;14;1;0;7;1;0
Северная Македония;13.04.2020;854;44;38;26;3;4
Северная Македония;14.02.2020;0;0;0;0;0;0
Северная Македония;14.03.2020;14;1;0;0;0;0
Северная Македония;14.04.2020;908;86;44;54;42;6
Северная Македония;15.02.2020;0;0;0;0;0;0
Северная Македония;15.03.2020;14;1;0;0;0;0
Северная Македония;15.04.2020;974;98;45;66;12;1
Северная Македония;16.02.2020;0;0;0;0;0;0
Северная Македония;16.03.2020;18;1;0;4;0;0
Северная Македония;16.04.2020;1081;121;46;107;23;1
Северная Македония;17.02.2020;0;0;0;0;0;0
Северная Македония;17.03.2020;26;1;0;8;0;0
Северная Македония;17.04.2020;1117;139;49;36;18;3
Северная Македония;18.02.2020;0;0;0;0;0;0
Северная Македония;18.03.2020;35;1;0;9;0;0
Северная Македония;18.04.2020;1170;164;49;53;25;0
Северная Македония;19.02.2020;0;0;0;0;0;0
Северная Македония;19.03.2020;48;1;0;13;0;0
Северная Македония;19.04.2020;1207;179;51;37;15;2
Северная Македония;20.02.2020;0;0;0;0;0;0
Северная Македония;20.03.2020;67;1;0;19;0;0
Северная Македония;20.04.2020;1225;200;54;18;21;3
Северная Македония;21.02.2020;0;0;0;0;0;0
Северная Македония;21.03.2020;85;1;0;18;0;0
Северная Македония;21.04.2020;1231;224;55;6;24;1
Северная Македония;22.01.2020;0;0;0;0;0;0
Северная Македония;22.02.2020;0;0;0;0;0;0
Северная Македония;22.03.2020;115;1;1;30;0;1
Северная Македония;22.04.2020;1259;272;56;28;48;1
Северная Македония;23.01.2020;0;0;0;0;0;0
Северная Македония;23.02.2020;0;0;0;0;0;0
Северная Македония;23.03.2020;136;1;2;21;0;1
Северная Македония;23.04.2020;1300;301;56;41;29;0
Северная Македония;24.01.2020;0;0;0;0;0;0
Северная Македония;24.02.2020;0;0;0;0;0;0
Северная Македония;24.03.2020;148;1;2;12;0;0
Северная Македония;24.04.2020;1326;337;57;26;36;1
Северная Македония;25.01.2020;0;0;0;0;0;0
Северная Македония;25.02.2020;0;0;0;0;0;0
Северная Македония;25.03.2020;177;1;3;29;0;1
Северная Македония;25.04.2020;1367;374;59;41;37;2
Северная Македония;26.01.2020;0;0;0;0;0;0
Северная Македония;26.02.2020;1;0;0;1;0;0
Северная Македония;26.03.2020;201;3;3;24;2;0
Северная Македония;26.04.2020;1386;500;61;19;126;2
Северная Македония;27.01.2020;0;0;0;0;0;0
Северная Македония;27.02.2020;1;0;0;0;0;0
Северная Македония;27.03.2020;219;3;3;18;0;0
Северная Македония;27.04.2020;1399;553;65;13;53;4
Северная Македония;28.01.2020;0;0;0;0;0;0
Северная Македония;28.02.2020;1;0;0;0;0;0
Северная Македония;28.03.2020;241;3;4;22;0;1
Северная Македония;28.04.2020;1421;589;71;22;36;6
Северная Македония;29.01.2020;0;0;0;0;0;0
Северная Македония;29.02.2020;1;0;0;0;0;0
Северная Македония;29.03.2020;259;3;6;18;0;2
Северная Македония;29.04.2020;1442;627;73;21;38;2
Северная Македония;30.01.2020;0;0;0;0;0;0
Северная Македония;30.03.2020;285;12;7;26;9;1
Северная Македония;31.01.2020;0;0;0;0;0;0
Северная Македония;31.03.2020;329;12;9;44;0;2
Сейшельские острова;01.02.2020;0;0;0;0;0;0
Сейшельские острова;01.03.2020;0;0;0;0;0;0
Сейшельские острова;01.04.2020;10;0;0;0;0;0
Сейшельские острова;02.02.2020;0;0;0;0;0;0
Сейшельские острова;02.03.2020;0;0;0;0;0;0
Сейшельские острова;02.04.2020;10;0;0;0;0;0
Сейшельские острова;03.02.2020;0;0;0;0;0;0
Сейшельские острова;03.03.2020;0;0;0;0;0;0
Сейшельские острова;03.04.2020;10;0;0;0;0;0
Сейшельские острова;04.02.2020;0;0;0;0;0;0
Сейшельские острова;04.03.2020;0;0;0;0;0;0
Сейшельские острова;04.04.2020;10;0;0;0;0;0
Сейшельские острова;05.02.2020;0;0;0;0;0;0
Сейшельские острова;05.03.2020;0;0;0;0;0;0
Сейшельские острова;05.04.2020;10;0;0;0;0;0
Сейшельские острова;06.02.2020;0;0;0;0;0;0
Сейшельские острова;06.03.2020;0;0;0;0;0;0
Сейшельские острова;06.04.2020;11;0;0;1;0;0
Сейшельские острова;07.02.2020;0;0;0;0;0;0
Сейшельские острова;07.03.2020;0;0;0;0;0;0
Сейшельские острова;07.04.2020;11;0;0;0;0;0
Сейшельские острова;08.02.2020;0;0;0;0;0;0
Сейшельские острова;08.03.2020;0;0;0;0;0;0
Сейшельские острова;08.04.2020;11;0;0;0;0;0
Сейшельские острова;09.02.2020;0;0;0;0;0;0
Сейшельские острова;09.03.2020;0;0;0;0;0;0
Сейшельские острова;09.04.2020;11;0;0;0;0;0
Сейшельские острова;10.02.2020;0;0;0;0;0;0
Сейшельские острова;10.03.2020;0;0;0;0;0;0
Сейшельские острова;10.04.2020;11;0;0;0;0;0
Сейшельские острова;11.02.2020;0;0;0;0;0;0
Сейшельские острова;11.03.2020;0;0;0;0;0;0
Сейшельские острова;11.04.2020;11;0;0;0;0;0
Сейшельские острова;12.02.2020;0;0;0;0;0;0
Сейшельские острова;12.03.2020;0;0;0;0;0;0
Сейшельские острова;12.04.2020;11;0;0;0;0;0
Сейшельские острова;13.02.2020;0;0;0;0;0;0
Сейшельские острова;13.03.2020;0;0;0;0;0;0
Сейшельские острова;13.04.2020;11;0;0;0;0;0
Сейшельские острова;14.02.2020;0;0;0;0;0;0
Сейшельские острова;14.03.2020;2;0;0;2;0;0
Сейшельские острова;14.04.2020;11;0;0;0;0;0
Сейшельские острова;15.02.2020;0;0;0;0;0;0
Сейшельские острова;15.03.2020;2;0;0;0;0;0
Сейшельские острова;15.04.2020;11;0;0;0;0;0
Сейшельские острова;16.02.2020;0;0;0;0;0;0
Сейшельские острова;16.03.2020;3;0;0;1;0;0
Сейшельские острова;16.04.2020;11;0;0;0;0;0
Сейшельские острова;17.02.2020;0;0;0;0;0;0
Сейшельские острова;17.03.2020;4;0;0;1;0;0
Сейшельские острова;17.04.2020;11;5;0;0;5;0
Сейшельские острова;18.02.2020;0;0;0;0;0;0
Сейшельские острова;18.03.2020;4;0;0;0;0;0
Сейшельские острова;18.04.2020;11;5;0;0;0;0
Сейшельские острова;19.02.2020;0;0;0;0;0;0
Сейшельские острова;19.03.2020;6;0;0;2;0;0
Сейшельские острова;19.04.2020;11;5;0;0;0;0
Сейшельские острова;20.02.2020;0;0;0;0;0;0
Сейшельские острова;20.03.2020;7;0;0;1;0;0
Сейшельские острова;20.04.2020;11;5;0;0;0;0
Сейшельские острова;21.02.2020;0;0;0;0;0;0
Сейшельские острова;21.03.2020;7;0;0;0;0;0
Сейшельские острова;21.04.2020;11;5;0;0;0;0
Сейшельские острова;22.01.2020;0;0;0;0;0;0
Сейшельские острова;22.02.2020;0;0;0;0;0;0
Сейшельские острова;22.03.2020;7;0;0;0;0;0
Сейшельские острова;22.04.2020;11;5;0;0;0;0
Сейшельские острова;23.01.2020;0;0;0;0;0;0
Сейшельские острова;23.02.2020;0;0;0;0;0;0
Сейшельские острова;23.03.2020;7;0;0;0;0;0
Сейшельские острова;23.04.2020;11;6;0;0;1;0
Сейшельские острова;24.01.2020;0;0;0;0;0;0
Сейшельские острова;24.02.2020;0;0;0;0;0;0
Сейшельские острова;24.03.2020;7;0;0;0;0;0
Сейшельские острова;24.04.2020;11;6;0;0;0;0
Сейшельские острова;25.01.2020;0;0;0;0;0;0
Сейшельские острова;25.02.2020;0;0;0;0;0;0
Сейшельские острова;25.03.2020;7;0;0;0;0;0
Сейшельские острова;25.04.2020;11;6;0;0;0;0
Сейшельские острова;26.01.2020;0;0;0;0;0;0
Сейшельские острова;26.02.2020;0;0;0;0;0;0
Сейшельские острова;26.03.2020;7;0;0;0;0;0
Сейшельские острова;26.04.2020;11;6;0;0;0;0
Сейшельские острова;27.01.2020;0;0;0;0;0;0
Сейшельские острова;27.02.2020;0;0;0;0;0;0
Сейшельские острова;27.03.2020;7;0;0;0;0;0
Сейшельские острова;27.04.2020;11;6;0;0;0;0
Сейшельские острова;28.01.2020;0;0;0;0;0;0
Сейшельские острова;28.02.2020;0;0;0;0;0;0
Сейшельские острова;28.03.2020;8;0;0;1;0;0
Сейшельские острова;28.04.2020;11;6;0;0;0;0
Сейшельские острова;29.01.2020;0;0;0;0;0;0
Сейшельские острова;29.02.2020;0;0;0;0;0;0
Сейшельские острова;29.03.2020;8;0;0;0;0;0
Сейшельские острова;29.04.2020;11;6;0;0;0;0
Сейшельские острова;30.01.2020;0;0;0;0;0;0
Сейшельские острова;30.03.2020;8;0;0;0;0;0
Сейшельские острова;31.01.2020;0;0;0;0;0;0
Сейшельские острова;31.03.2020;10;0;0;2;0;0
Сенегал;01.02.2020;0;0;0;0;0;0
Сенегал;01.03.2020;0;0;0;0;0;0
Сенегал;01.04.2020;190;45;1;15;5;1
Сенегал;02.02.2020;0;0;0;0;0;0
Сенегал;02.03.2020;1;0;0;1;0;0
Сенегал;02.04.2020;195;55;1;5;10;0
Сенегал;03.02.2020;0;0;0;0;0;0
Сенегал;03.03.2020;2;0;0;1;0;0
Сенегал;03.04.2020;207;66;1;12;11;0
Сенегал;04.02.2020;0;0;0;0;0;0
Сенегал;04.03.2020;4;0;0;2;0;0
Сенегал;04.04.2020;219;72;2;12;6;1
Сенегал;05.02.2020;0;0;0;0;0;0
Сенегал;05.03.2020;4;0;0;0;0;0
Сенегал;05.04.2020;222;82;2;3;10;0
Сенегал;06.02.2020;0;0;0;0;0;0
Сенегал;06.03.2020;4;0;0;0;0;0
Сенегал;06.04.2020;226;92;2;4;10;0
Сенегал;07.02.2020;0;0;0;0;0;0
Сенегал;07.03.2020;4;0;0;0;0;0
Сенегал;07.04.2020;237;105;2;11;13;0
Сенегал;08.02.2020;0;0;0;0;0;0
Сенегал;08.03.2020;4;1;0;0;1;0
Сенегал;08.04.2020;244;113;2;7;8;0
Сенегал;09.02.2020;0;0;0;0;0;0
Сенегал;09.03.2020;4;1;0;0;0;0
Сенегал;09.04.2020;250;123;2;6;10;0
Сенегал;10.02.2020;0;0;0;0;0;0
Сенегал;10.03.2020;4;1;0;0;0;0
Сенегал;10.04.2020;265;137;2;15;14;0
Сенегал;11.02.2020;0;0;0;0;0;0
Сенегал;11.03.2020;4;1;0;0;0;0
Сенегал;11.04.2020;278;152;2;13;15;0
Сенегал;12.02.2020;0;0;0;0;0;0
Сенегал;12.03.2020;4;1;0;0;0;0
Сенегал;12.04.2020;280;171;2;2;19;0
Сенегал;13.02.2020;0;0;0;0;0;0
Сенегал;13.03.2020;10;1;0;6;0;0
Сенегал;13.04.2020;291;178;2;11;7;0
Сенегал;14.02.2020;0;0;0;0;0;0
Сенегал;14.03.2020;10;1;0;0;0;0
Сенегал;14.04.2020;299;183;2;8;5;0
Сенегал;15.02.2020;0;0;0;0;0;0
Сенегал;15.03.2020;24;1;0;14;0;0
Сенегал;15.04.2020;314;190;2;15;7;0
Сенегал;16.02.2020;0;0;0;0;0;0
Сенегал;16.03.2020;24;2;0;0;1;0
Сенегал;16.04.2020;335;194;2;21;4;0
Сенегал;17.02.2020;0;0;0;0;0;0
Сенегал;17.03.2020;26;2;0;2;0;0
Сенегал;17.04.2020;342;198;2;7;4;0
Сенегал;18.02.2020;0;0;0;0;0;0
Сенегал;18.03.2020;31;2;0;5;0;0
Сенегал;18.04.2020;350;211;3;8;13;1
Сенегал;19.02.2020;0;0;0;0;0;0
Сенегал;19.03.2020;31;2;0;0;0;0
Сенегал;19.04.2020;367;220;3;17;9;0
Сенегал;20.02.2020;0;0;0;0;0;0
Сенегал;20.03.2020;38;2;0;7;0;0
Сенегал;20.04.2020;377;235;5;10;15;2
Сенегал;21.02.2020;0;0;0;0;0;0
Сенегал;21.03.2020;47;5;0;9;3;0
Сенегал;21.04.2020;412;242;5;35;7;0
Сенегал;22.01.2020;0;0;0;0;0;0
Сенегал;22.02.2020;0;0;0;0;0;0
Сенегал;22.03.2020;67;5;0;20;0;0
Сенегал;22.04.2020;442;253;6;30;11;1
Сенегал;23.01.2020;0;0;0;0;0;0
Сенегал;23.02.2020;0;0;0;0;0;0
Сенегал;23.03.2020;79;5;0;12;0;0
Сенегал;23.04.2020;479;257;6;37;4;0
Сенегал;24.01.2020;0;0;0;0;0;0
Сенегал;24.02.2020;0;0;0;0;0;0
Сенегал;24.03.2020;86;8;0;7;3;0
Сенегал;24.04.2020;545;262;7;66;5;1
Сенегал;25.01.2020;0;0;0;0;0;0
Сенегал;25.02.2020;0;0;0;0;0;0
Сенегал;25.03.2020;99;9;0;13;1;0
Сенегал;25.04.2020;614;276;7;69;14;0
Сенегал;26.01.2020;0;0;0;0;0;0
Сенегал;26.02.2020;0;0;0;0;0;0
Сенегал;26.03.2020;105;9;0;6;0;0
Сенегал;26.04.2020;671;283;9;57;7;2
Сенегал;27.01.2020;0;0;0;0;0;0
Сенегал;27.02.2020;0;0;0;0;0;0
Сенегал;27.03.2020;119;11;0;14;2;0
Сенегал;27.04.2020;736;284;9;65;1;0
Сенегал;28.01.2020;0;0;0;0;0;0
Сенегал;28.02.2020;0;0;0;0;0;0
Сенегал;28.03.2020;130;18;0;11;7;0
Сенегал;28.04.2020;823;296;9;87;12;0
Сенегал;29.01.2020;0;0;0;0;0;0
Сенегал;29.02.2020;0;0;0;0;0;0
Сенегал;29.03.2020;142;27;0;12;9;0
Сенегал;29.04.2020;882;315;9;59;19;0
Сенегал;30.01.2020;0;0;0;0;0;0
Сенегал;30.03.2020;162;27;0;20;0;0
Сенегал;31.01.2020;0;0;0;0;0;0
Сенегал;31.03.2020;175;40;0;13;13;0
Сент-Винсент и Гренадины;01.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;01.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;01.04.2020;1;1;0;0;0;0
Сент-Винсент и Гренадины;02.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;02.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;02.04.2020;2;1;0;1;0;0
Сент-Винсент и Гренадины;03.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;03.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;03.04.2020;3;1;0;1;0;0
Сент-Винсент и Гренадины;04.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;04.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;04.04.2020;7;1;0;4;0;0
Сент-Винсент и Гренадины;05.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;05.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;05.04.2020;7;1;0;0;0;0
Сент-Винсент и Гренадины;06.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;06.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;06.04.2020;7;1;0;0;0;0
Сент-Винсент и Гренадины;07.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;07.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;07.04.2020;8;1;0;1;0;0
Сент-Винсент и Гренадины;08.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;08.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;08.04.2020;8;1;0;0;0;0
Сент-Винсент и Гренадины;09.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;09.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;09.04.2020;12;1;0;4;0;0
Сент-Винсент и Гренадины;10.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;10.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;10.04.2020;12;1;0;0;0;0
Сент-Винсент и Гренадины;11.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;11.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;11.04.2020;12;1;0;0;0;0
Сент-Винсент и Гренадины;12.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;12.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;12.04.2020;12;1;0;0;0;0
Сент-Винсент и Гренадины;13.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;13.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;13.04.2020;12;1;0;0;0;0
Сент-Винсент и Гренадины;14.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;14.03.2020;1;0;0;1;0;0
Сент-Винсент и Гренадины;14.04.2020;12;1;0;0;0;0
Сент-Винсент и Гренадины;15.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;15.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;15.04.2020;12;1;0;0;0;0
Сент-Винсент и Гренадины;16.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;16.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;16.04.2020;12;1;0;0;0;0
Сент-Винсент и Гренадины;17.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;17.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;17.04.2020;12;1;0;0;0;0
Сент-Винсент и Гренадины;18.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;18.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;18.04.2020;12;1;0;0;0;0
Сент-Винсент и Гренадины;19.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;19.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;19.04.2020;12;1;0;0;0;0
Сент-Винсент и Гренадины;20.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;20.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;20.04.2020;12;1;0;0;0;0
Сент-Винсент и Гренадины;21.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;21.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;21.04.2020;12;2;0;0;1;0
Сент-Винсент и Гренадины;22.01.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;22.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;22.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;22.04.2020;13;3;0;1;1;0
Сент-Винсент и Гренадины;23.01.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;23.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;23.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;23.04.2020;13;3;0;0;0;0
Сент-Винсент и Гренадины;24.01.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;24.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;24.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;24.04.2020;14;5;0;1;2;0
Сент-Винсент и Гренадины;25.01.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;25.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;25.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;25.04.2020;14;5;0;0;0;0
Сент-Винсент и Гренадины;26.01.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;26.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;26.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;26.04.2020;14;5;0;0;0;0
Сент-Винсент и Гренадины;27.01.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;27.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;27.03.2020;1;0;0;0;0;0
Сент-Винсент и Гренадины;27.04.2020;15;8;0;1;3;0
Сент-Винсент и Гренадины;28.01.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;28.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;28.03.2020;1;1;0;0;1;0
Сент-Винсент и Гренадины;28.04.2020;15;8;0;0;0;0
Сент-Винсент и Гренадины;29.01.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;29.02.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;29.03.2020;1;1;0;0;0;0
Сент-Винсент и Гренадины;29.04.2020;16;8;0;1;0;0
Сент-Винсент и Гренадины;30.01.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;30.03.2020;1;1;0;0;0;0
Сент-Винсент и Гренадины;31.01.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;31.03.2020;1;1;0;0;0;0
Сент-Китс и Невис;01.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;01.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;01.04.2020;8;0;0;0;0;0
Сент-Китс и Невис;02.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;02.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;02.04.2020;9;0;0;1;0;0
Сент-Китс и Невис;03.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;03.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;03.04.2020;9;0;0;0;0;0
Сент-Китс и Невис;04.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;04.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;04.04.2020;9;0;0;0;0;0
Сент-Китс и Невис;05.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;05.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;05.04.2020;10;0;0;1;0;0
Сент-Китс и Невис;06.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;06.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;06.04.2020;10;0;0;0;0;0
Сент-Китс и Невис;07.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;07.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;07.04.2020;11;0;0;1;0;0
Сент-Китс и Невис;08.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;08.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;08.04.2020;11;0;0;0;0;0
Сент-Китс и Невис;09.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;09.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;09.04.2020;11;0;0;0;0;0
Сент-Китс и Невис;10.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;10.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;10.04.2020;12;0;0;1;0;0
Сент-Китс и Невис;11.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;11.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;11.04.2020;12;0;0;0;0;0
Сент-Китс и Невис;12.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;12.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;12.04.2020;12;0;0;0;0;0
Сент-Китс и Невис;13.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;13.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;13.04.2020;12;0;0;0;0;0
Сент-Китс и Невис;14.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;14.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;14.04.2020;14;0;0;2;0;0
Сент-Китс и Невис;15.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;15.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;15.04.2020;14;0;0;0;0;0
Сент-Китс и Невис;16.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;16.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;16.04.2020;14;0;0;0;0;0
Сент-Китс и Невис;17.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;17.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;17.04.2020;14;0;0;0;0;0
Сент-Китс и Невис;18.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;18.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;18.04.2020;14;0;0;0;0;0
Сент-Китс и Невис;19.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;19.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;19.04.2020;14;0;0;0;0;0
Сент-Китс и Невис;20.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;20.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;20.04.2020;15;0;0;1;0;0
Сент-Китс и Невис;21.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;21.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;21.04.2020;15;0;0;0;0;0
Сент-Китс и Невис;22.01.2020;0;0;0;0;0;0
Сент-Китс и Невис;22.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;22.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;22.04.2020;15;1;0;0;1;0
Сент-Китс и Невис;23.01.2020;0;0;0;0;0;0
Сент-Китс и Невис;23.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;23.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;23.04.2020;15;1;0;0;0;0
Сент-Китс и Невис;24.01.2020;0;0;0;0;0;0
Сент-Китс и Невис;24.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;24.03.2020;0;0;0;0;0;0
Сент-Китс и Невис;24.04.2020;15;2;0;0;1;0
Сент-Китс и Невис;25.01.2020;0;0;0;0;0;0
Сент-Китс и Невис;25.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;25.03.2020;2;0;0;2;0;0
Сент-Китс и Невис;25.04.2020;15;2;0;0;0;0
Сент-Китс и Невис;26.01.2020;0;0;0;0;0;0
Сент-Китс и Невис;26.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;26.03.2020;2;0;0;0;0;0
Сент-Китс и Невис;26.04.2020;15;2;0;0;0;0
Сент-Китс и Невис;27.01.2020;0;0;0;0;0;0
Сент-Китс и Невис;27.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;27.03.2020;2;0;0;0;0;0
Сент-Китс и Невис;27.04.2020;15;2;0;0;0;0
Сент-Китс и Невис;28.01.2020;0;0;0;0;0;0
Сент-Китс и Невис;28.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;28.03.2020;2;0;0;0;0;0
Сент-Китс и Невис;28.04.2020;15;4;0;0;2;0
Сент-Китс и Невис;29.01.2020;0;0;0;0;0;0
Сент-Китс и Невис;29.02.2020;0;0;0;0;0;0
Сент-Китс и Невис;29.03.2020;2;0;0;0;0;0
Сент-Китс и Невис;29.04.2020;15;4;0;0;0;0
Сент-Китс и Невис;30.01.2020;0;0;0;0;0;0
Сент-Китс и Невис;30.03.2020;7;0;0;5;0;0
Сент-Китс и Невис;31.01.2020;0;0;0;0;0;0
Сент-Китс и Невис;31.03.2020;8;0;0;1;0;0
Сент-Люсия;01.02.2020;0;0;0;0;0;0
Сент-Люсия;01.03.2020;0;0;0;0;0;0
Сент-Люсия;01.04.2020;13;1;0;0;0;0
Сент-Люсия;02.02.2020;0;0;0;0;0;0
Сент-Люсия;02.03.2020;0;0;0;0;0;0
Сент-Люсия;02.04.2020;13;1;0;0;0;0
Сент-Люсия;03.02.2020;0;0;0;0;0;0
Сент-Люсия;03.03.2020;0;0;0;0;0;0
Сент-Люсия;03.04.2020;13;1;0;0;0;0
Сент-Люсия;04.02.2020;0;0;0;0;0;0
Сент-Люсия;04.03.2020;0;0;0;0;0;0
Сент-Люсия;04.04.2020;14;1;0;1;0;0
Сент-Люсия;05.02.2020;0;0;0;0;0;0
Сент-Люсия;05.03.2020;0;0;0;0;0;0
Сент-Люсия;05.04.2020;14;1;0;0;0;0
Сент-Люсия;06.02.2020;0;0;0;0;0;0
Сент-Люсия;06.03.2020;0;0;0;0;0;0
Сент-Люсия;06.04.2020;14;1;0;0;0;0
Сент-Люсия;07.02.2020;0;0;0;0;0;0
